number,text,date,fav 
2730,know manager tired me lol forever care,2021-11-29 16:27:39+00:00,0
2731,teller manager used give felt nauseous wouldn’t send home,2021-11-29 16:27:34+00:00,1
2732,brb hopping meeting explain boss,2021-11-29 16:27:34+00:00,12976
2733,boss,2021-11-29 16:27:23+00:00,0
2734,boss asked want rest day us said yes…i wonder gon pick,2021-11-29 16:27:19+00:00,0
2735,manager turned nujabes morning 🤩,2021-11-29 16:27:18+00:00,2
2736,lolol manager needs update password database connection know day may cleared,2021-11-29 16:27:04+00:00,2
2737,going bosss natal chart her woman stem,2021-11-29 16:26:51+00:00,6
2738,clear im angry going cause start doubting much boss actually likes work well well customers actually like service now someone directly answer questions coffee,2021-11-29 16:26:49+00:00,0
2739,lmaoooooo boss’ kids fooled fake lottery ticket — weakkkkkkkkkkk,2021-11-29 16:26:32+00:00,0
2740,arghhhhh boss added meetings today agenda  knew concerts amp plan except today  meeting 9  still euphoria  might look dreamy amp would contribute lot  whatever ,2021-11-29 16:26:08+00:00,1
2741,boss talked anxiety disorder bit ago me city councilperson asked name said daniel right her well name funny retrospect freaked 😂 first time seeing powerful anxiety is ,2021-11-29 16:26:08+00:00,11
2742,manager sick taking booster get details whats happened seems common thing judging comments post ,2021-11-29 16:26:06+00:00,1
2743,boss longer gives shits managing office two new people hired little troll friend whatever wants boss isn’t wants hire me 🤪✌️,2021-11-29 16:26:02+00:00,1
2744,got defend players even look stupid manager 😂,2021-11-29 16:25:55+00:00,0
2745,😍😍 goesthat goes jesusboss it’s true boss amp daughter jesus considered prophet really goddess😭😭😭😭💀 ,2021-11-29 16:25:52+00:00,1
2746,spoke manager today long wear lanyard wear mask,2021-11-29 16:25:52+00:00,1
2747,one time got jury duty 3pm boss found next day pissed didn’t come work,2021-11-29 16:25:49+00:00,3
2748,told boss resigning instantaneously fucker even ask relapse proper 🤡 stuff,2021-11-29 16:25:43+00:00,3
2749,manager and v good friend covid  im 7 days last lunch together guess next days game vax side effect vs real symptoms im v worried but brains,2021-11-29 16:25:40+00:00,2
2750,bosses say we’re supposed manager lets,2021-11-29 16:25:38+00:00,1
2751,ill let mrow sentence thought id ever text boss autocorrect works mysterious ways,2021-11-29 16:25:32+00:00,3
2752,guys see boss ,2021-11-29 16:25:31+00:00,0
2753,told manager went hiking yesterday sore was ask went told like “don’t tell hard side” haha yup hard side hike without even knowing it thinks funny 🙃,2021-11-29 16:25:31+00:00,3
2754,👀👀 boss let today,2021-11-29 16:25:27+00:00,2
2755,anyway took xan calm since im meeting boss like half hour wish didnt take stupid xan could let everything instead lol im trying get kicked,2021-11-29 16:25:27+00:00,0
2756,also every single person misgenders manager ,2021-11-29 16:25:27+00:00,5
2757,manager getting smart amp wrong  annoying asf ,2021-11-29 16:25:21+00:00,0
2758,boss leaving i’m sad,2021-11-29 16:25:19+00:00,0
2759,boyyyyy boss walked asked kids 😅 couldn’t even lie “they chillin rn” … hit “i need lesson plans 430” girl move ,2021-11-29 16:25:13+00:00,0
2760,boss lets play whatever want 😎,2021-11-29 16:25:09+00:00,1
2761,i’ve wanting quit job sudden boss offers raise 🤨 always happen,2021-11-29 16:24:56+00:00,5
2762,manager ,2021-11-29 16:24:54+00:00,0
2763,vivid dream last night boss died seeing vibing office today fucking head,2021-11-29 16:24:35+00:00,5
2764,coworkers making fun boss fade rn omg 💀💀💀,2021-11-29 16:24:25+00:00,0
2765,peer pressured boss working week break,2021-11-29 16:23:29+00:00,0
2766,ok got day planned working bgc boxing wit manager 😮‍💨🤪🤗 stay tuned i’m going,2021-11-29 16:23:28+00:00,0
2767,im downloading templates mail help boss,2021-11-29 16:23:25+00:00,0
2768,it’s “not manager used manager still work closely her”’s last day work wrote note kindest thing anyone ever said crying office bye,2021-11-29 16:23:21+00:00,1
2769,boss cussing storm meeting 😂😂,2021-11-29 16:22:57+00:00,0
2770,had em tint 21 soul manager recommended them said gto like 20 years ago turned great  thank 5star google review bazis ,2021-11-29 16:22:57+00:00,0
2771,technically manager doesn’t care,2021-11-29 16:22:37+00:00,1
2772,boss texted hockey question 🥺,2021-11-29 16:22:36+00:00,1
2773,oh yeah im pretty sure branch fucking sucks warned another restaurant manager turns staff quicker anything know why walk us time stupid shit ive never worked place bad lmao,2021-11-29 16:22:35+00:00,1
2774,idk people feel like gotta explain can’t come manager asks anyone come extra shift “sorry i’m washing dishes would totally came in” “i’m already scheduled come in”,2021-11-29 16:22:30+00:00,1
2775,hate boss,2021-11-29 16:22:25+00:00,0
2776,boss ended call ill speak tomorrow mean finish work now,2021-11-29 16:22:20+00:00,1
2777,boss eats sausages condensed milk,2021-11-29 16:22:09+00:00,0
2778,told you yunho boss ,2021-11-29 16:22:05+00:00,0
2779,dey boss,2021-11-29 16:22:04+00:00,0
2780,claim monday y’all 830 morning told boss excellent teacher getting recommended tenure 🥺😭🥰 don’t know y’all i’m making week bitch 💁🏻‍♀️ ,2021-11-29 16:21:57+00:00,7
2781,boss,2021-11-29 16:21:48+00:00,0
2782,watching insecure work manager walking past nathan issa’s sex scene lmfaooo,2021-11-29 16:21:45+00:00,0
2783,boss think i’m proper person training new people new person still 🤦🏼‍♀️🤣,2021-11-29 16:21:44+00:00,1
2784,bet manager tired always going 🤦🏽‍♀️🤣🤣,2021-11-29 16:21:42+00:00,0
2785,omm boss blow tf dawg amp say thing amp boyyyyyyyyyyy leave alone 😂,2021-11-29 16:21:41+00:00,0
2786,sake close yet far teased boss asked would happen stayed two mind don’t even tickets said greedy 😂,2021-11-29 16:21:30+00:00,2
2787,think bosss bosss boss 🤔,2021-11-29 16:21:29+00:00,1
2788,can’t even twitter like nomore new cubicle right front manager,2021-11-29 16:20:55+00:00,0
2789,boss really weird habit throwing stuff ground surprised also wants take world magical flash drives something,2021-11-29 16:20:20+00:00,1
2790,whole family problem even mentioned work wasunprofessional since met person sister and boss lmao,2021-11-29 16:20:18+00:00,0
2791,manager sweetest woke 100 cashapp 😩🥺🙌🏾🤞🏾,2021-11-29 16:19:58+00:00,0
2792,go office wfh tomorrow boss say temporarily wfh since office got ve cases continuous weeks guess wfh is,2021-11-29 16:19:53+00:00,0
2793,fact boss like take whole day dr appointments instead get ass back work asap making feel bad life really blessing beyond,2021-11-29 16:19:38+00:00,0
2794,cranky met boss im calm,2021-11-29 16:19:34+00:00,0
2795,easier said done desk threepiece monstrosity tv set particular wall stole bosss spaceheater tho hopefully weve hit turning point hvac war,2021-11-29 16:19:05+00:00,0
2796,tomorrow special back back schedule hq trivia 9p hq words 930p et hosted  ps anna doesn’t twin boss told photoshop something ,2021-11-29 16:19:00+00:00,448
2797,manager comes sits table i’m sitting break ,2021-11-29 16:18:54+00:00,0
2798,meant register sit exams i’ve focused something clearly distract  yep missed deadline 🥺🙄 someone help tell manager i’ve extended route qualifying 6 months 😩🥺,2021-11-29 16:18:54+00:00,0
2799,boss resigning ,2021-11-29 16:18:44+00:00,0
2800,go back fucking boyfriends never come back gods sake im gonna meet boss today 3 hours im fucking mental breakdown going crazy want break everything cant,2021-11-29 16:18:38+00:00,0
2801,boss ajay devgn sir,2021-11-29 16:18:28+00:00,0
2802,refuse email boss copied,2021-11-29 16:18:23+00:00,7
2803,me cant find boss annoying anymore my boss come show got spiderman tickets,2021-11-29 16:18:05+00:00,1
2804,peer review session today read yesterday lol pastu manager asking direction 23 years future tbh know man im thinking one year forward hahaha,2021-11-29 16:18:02+00:00,0
2805,lot valid complaints job one nice thing boss 100 supports telling people need submit tickets timely manner expedite nonemergency requests,2021-11-29 16:18:02+00:00,1
2806,love boss works home monday ,2021-11-29 16:17:46+00:00,14
2807,manager asked job dude click things idk either 😭😭😭,2021-11-29 16:17:29+00:00,0
2808,boss’s birthday reaping benefits  free donut ,2021-11-29 16:15:55+00:00,13
2809,lol thanks boss,2021-11-29 16:15:47+00:00,0
2810,im work im tech junes kids highschool came hanging around tv boss son girl need toteby went tv ,2021-11-29 16:15:42+00:00,7
2811,im fucking overloaded work tell boss get screamed,2021-11-29 16:15:34+00:00,1
2812,welcome hades chaosbun notif club walking work boss’ wife driving home said trouble breathing 👍,2021-11-29 16:15:33+00:00,5
2813,idk manager think im interviews tomorrow kiss ass,2021-11-29 16:15:26+00:00,0
2814,sigh manager asked really weve got nothing rolling end year suddenly everyone came w stuff rush production im sure releases perfect one logging fix shit christmas morning 🙄,2021-11-29 16:15:11+00:00,1
2815,boss,2021-11-29 16:14:47+00:00,23
2816,calling boss tell him boss cof cof im sick cof cof cant go work today cof cof,2021-11-29 16:14:46+00:00,0
2817,boss get details u,2021-11-29 16:14:35+00:00,0
2818,argh i’m work dammit chris call boss tell emergency podcast listen to,2021-11-29 16:14:11+00:00,5
2819,well talked boss letting us wear red scrub shirt fridays ,2021-11-29 16:14:09+00:00,3
2820,tf boss gonna tell pull 10 he’s even here,2021-11-29 16:14:06+00:00,0
2821,tried quitting last night amp dad also boss scribbled 2 week note wrote “unacceptable” taped door 😂,2021-11-29 16:13:49+00:00,4
2822,convenient try repair let boss know schedule change availability goes ballistic really dude i’ve pain long time yet work work like crazy little time rest work myself,2021-11-29 16:13:41+00:00,0
2823,playing pokémon go boss talking climate change mother earth manage survive humanity won’t,2021-11-29 16:13:40+00:00,0
2824,boss😂,2021-11-29 16:13:25+00:00,1
2825,i’m gald manager said cn rest today  need fr 😮‍💨,2021-11-29 16:13:21+00:00,0
2826,boss walked asked im winning son,2021-11-29 16:13:20+00:00,0
2827,boss snapped let know executive director needs talk meeting today respond hope im trouble bc ill cry leaves read im gonna throw up,2021-11-29 16:13:07+00:00,0
2828,manager woke vibes today ,2021-11-29 16:13:07+00:00,2
2829,manager work trying nerf productivity high make anyone else look good even i’m week 🤣,2021-11-29 16:13:07+00:00,3
2830,boss asking twitter name… ,2021-11-29 16:13:06+00:00,17
2831,damn got fired told boss meat small participate dick print december ,2021-11-29 16:13:00+00:00,12
2832,boss walks asks colored hair loves it yes love too fineaswine nofilter naturalbeauty ,2021-11-29 16:12:56+00:00,0
2833,love boss 💕,2021-11-29 16:12:45+00:00,0
2834,manager boosting confidence stream dabes,2021-11-29 16:12:45+00:00,0
2835,dude work talking he’s leaving couple months acts like dosent care dick rides boss like weirdo,2021-11-29 16:12:28+00:00,0
2836,got corona nd stay home quarantined 15 days room without leaving it today asked boss ijaze said u stayed home 15 days u want  speechless like wanted quarantined enjoy illness wtf stupid ,2021-11-29 16:12:27+00:00,1
2837,realised work hours manager week who’s supposed work 45 hour weeks never always goes home early,2021-11-29 16:12:17+00:00,1
2838,yes boss going back spore 🥳🥳🥳🥳🥳🥳,2021-11-29 16:12:15+00:00,0
2839,top little late accidentally sent pic cat boss “why late” know lol,2021-11-29 16:11:29+00:00,4
2840,amount ignorant assholes comment boss’s yt channel sickening really really really want respond call cunt,2021-11-29 16:11:21+00:00,2
2841,boss two jobs ago still emails 🙃,2021-11-29 16:10:55+00:00,0
2842,one big limitation individual collective growth right “whining” imagine someone comes ask aid best thing say is “you’re boss now boss asking help” help ”your boss” regardless,2021-11-29 16:10:54+00:00,0
2843,ill never forget explaining shinies boss xampy came out hitting shiny first route 2nd encounter,2021-11-29 16:10:52+00:00,1
2844,meeting boss,2021-11-29 16:10:47+00:00,4
2845,never go wrong copy school piggybacked bosss subscription changed way approach copywriting forever plus instruction draws best direct response recommend 💯,2021-11-29 16:10:28+00:00,1
2846,already parking lot work boss texts still need test go back work 🙄 like maam could told texted sunday afternoon instead morning even giving us protocols like were supposed,2021-11-29 16:10:15+00:00,2
2847,,2021-11-29 16:10:05+00:00,0
2848,,2021-11-29 16:10:04+00:00,0
2849,unless you’re willing speak manager get tomorrow off won’t ,2021-11-29 16:10:02+00:00,0
2850,got fired apparently able fit door grounds termination smothered boss paw hows termination,2021-11-29 16:09:50+00:00,110
2851,manager told “one day want grocery manager” one step time bud 😬💯,2021-11-29 16:09:45+00:00,1
2852,i’d better boss didn’t catch twitter zoom call,2021-11-29 16:09:39+00:00,6
2853,trouble imagining fighter attack 4 times 6 seconds saw boss domino’s cutting pizzas rush hour,2021-11-29 16:09:37+00:00,2
2854,lol respect boss abowa,2021-11-29 16:09:35+00:00,0
2855,boss kinda passive earlier today approached issue he’s sleep deprived slept 4 hours 2 days called later apologize “he wasn’t interacting me” 🥺🥲,2021-11-29 16:09:34+00:00,1
2856,hahahaha mate changed week annual leave manager wanted week next week 😩,2021-11-29 16:09:30+00:00,0
2857,boss really starting look nfts brain isint good putting words together  explain nfts ,2021-11-29 16:09:29+00:00,6
2858,budget i produced garageband made artwork myself love releasing music way trust manager putting songs think good enough without frills full campaign cycle might soon x,2021-11-29 16:09:23+00:00,6
2859,otk’d boss i’m head department now ,2021-11-29 16:09:23+00:00,1
2860,damn id really love visit uk cant😭 went overseas now boss would fire people around talk foreverbut really miss uk you always cry listen oasis noel coral blah blah blah 😭,2021-11-29 16:09:20+00:00,1
2861,didn’t smoke weed today cause apparently boss doesn’t like smell like weed everyday fucking loser,2021-11-29 16:09:09+00:00,1
2862,manager let us know she’s engaged definitely lifted monday morale,2021-11-29 16:09:02+00:00,0
2863,feeling going get written came back boss said actually going saw good weekend new people 😭 it’s gonna okay,2021-11-29 16:08:57+00:00,0
2864,math bonus plan front ceo manager told would act based plan asked behavior wanted bonus plan rewritten spot,2021-11-29 16:08:48+00:00,17
2865,told boss i’m email chain least 2 higher tiers management talking ‘nicholas asking example” “this case” wondering wanted formally escalate,2021-11-29 16:08:32+00:00,1
2866,new job going well  though thought funny manager asked preferred pronoun like get one,2021-11-29 16:08:12+00:00,13
2867,even read emails boss sorry happened congratulations aint reading,2021-11-29 16:07:54+00:00,2
2868,love king boss 💜,2021-11-29 16:07:53+00:00,0
2869,thought went 10 supposed 9 get 930 talked manager tell tried calling come 1 instead i’m home getting ready gym,2021-11-29 16:07:40+00:00,1
2870,say timethis test determine bosscoworker cool,2021-11-29 16:07:39+00:00,2
2871,boss fart 💨 board meeting sound effect strong 🤭 ,2021-11-29 16:07:29+00:00,1
2872,son passed gas skype morning ……with boss whole class i’m fucking embarrassed 😂😭,2021-11-29 16:07:20+00:00,0
2873,sneaking sayftychat work boss see this sorryhi,2021-11-29 16:07:05+00:00,4
2874,like relationship friend also boss no,2021-11-29 16:06:55+00:00,0
2875,hatterene 30 miles away boss coworkers getting damn nerves ,2021-11-29 16:06:51+00:00,1
2876,it’s manager thinking bout work tf decided stay home,2021-11-29 16:06:50+00:00,0
2877,it’s manager coming conversation stop talking get work 😂😂😂😂give min dang lmaoo,2021-11-29 16:06:49+00:00,0
2878,boss gamestop he’s loml ,2021-11-29 16:06:43+00:00,0
2879,tf boss expect us get shifts covered don’t feel good doesn’t even answer text,2021-11-29 16:06:42+00:00,1
2880,boss planning everything sending 3 paragraphs links itinerary 🤝 me reading anything booking,2021-11-29 16:06:07+00:00,6
2881,realize boss looks like one guy pentatonix,2021-11-29 16:06:03+00:00,0
2882,told boss concert today best friend army group friends many different countries besides talking daily lives talk bts helps us stay connected talking includes talking interests ,2021-11-29 16:06:01+00:00,0
2883,2 hours work today i’m already overwhelmed  made frazzled almost broke “professional” syntax said pog boss mostly unrelated point y’know please send help maybe hot chocolate 🙃,2021-11-29 16:05:59+00:00,3
2884,realized virtual work meeting tonight i’m adult gross boss gonna see full gaming pc set up god help me,2021-11-29 16:05:46+00:00,1
2885,love boss sm hard day work yesterday insanely busy i knew gonna still sent home bottle eggnog texted morning asking christmas tree,2021-11-29 16:05:33+00:00,2
2886,would never demand boss let weeks matter motives are vacation request forms exist,2021-11-29 16:05:24+00:00,0
2887,manager running late we’re waiting outside office 🧍🏻‍♀️,2021-11-29 16:05:24+00:00,0
2888,reaized boss happened give first days endwalker off ,2021-11-29 16:05:21+00:00,1
2889,can’t believe send boss medication pic brief cause seemed unconvinced sick 🤦🏼‍♀️,2021-11-29 16:05:12+00:00,0
2890,boss quit better still days kizzy 🤣,2021-11-29 16:04:49+00:00,0
2891,want work new year’s day  tell manager slow,2021-11-29 16:04:47+00:00,0
2892,manager won’t let leave 30 min early go doctors appointment swollen lymph nodes 🤣🥲 uhn uhn watchhhh,2021-11-29 16:04:47+00:00,0
2893,unofficially again hr hiring manager salary range prob very wide 60k90k depending experience usual things say outside stated range applied boss fought me,2021-11-29 16:04:37+00:00,4
2894,manager came week waiting negative test hug one hugs dhdbdhdhbr,2021-11-29 16:04:34+00:00,0
2895,kenny manager that’s crazy 730 maybe too,2021-11-29 16:04:20+00:00,0
2896,boss usa,2021-11-29 16:04:08+00:00,0
2897,boss much ask you me barely able communicate patients,2021-11-29 16:04:08+00:00,0
2898,good day manager advance experienced player axie dedicated time effort grinding games reached 1500 mmr app lineup steal but suddenly manager left hanging second payout,2021-11-29 16:03:47+00:00,1
2899,celebrates christmas usually already blerg time year customers made cashiers cry one tried walk boss holiday suit lights it,2021-11-29 16:03:46+00:00,1
2900,haven’t started working yet won’t til boss get here,2021-11-29 16:03:42+00:00,0
2901,manager leaving😐 literally 3rd one since i’ve i’m quitting,2021-11-29 16:03:20+00:00,4
2902,fuck job boss keeps taking away cashier chair,2021-11-29 16:03:14+00:00,5
2903,hahaha easy b boss ooo 🤣🤣😂,2021-11-29 16:02:54+00:00,1
2904,boss saw lock screen sure knows im fg,2021-11-29 16:02:41+00:00,1
2905,boss asking photos took company old phone shit trash should’ve said yes offered upload server,2021-11-29 16:02:34+00:00,2
2906,work 6am morning forgot set alarms bed last night guess got wake phone call boss 🥲,2021-11-29 16:02:28+00:00,0
2907,changed damn manager amazon go fuckin hell change manager right back ugh 😑,2021-11-29 16:02:19+00:00,0
2908,pedophile got baker acted bc minor home found boss call dcf n made suicidal statements hospital n started making death threats boss hospital released n called let us know,2021-11-29 16:02:19+00:00,4
2909,right scared manager dodging emails didn’t get proper break feel like i’m dying sick love hse 💖 ,2021-11-29 16:01:40+00:00,7
2910,boss fucked today 😃,2021-11-29 16:01:38+00:00,10
2911,manager butter knife manager relevancy klopp  ucl winner tuchel  ucl winner rangnick  oh waitwhat shame,2021-11-29 16:01:34+00:00,0
2912,forgot boss today…so i’m signed laying 🥳,2021-11-29 16:01:20+00:00,5
2913,boss asks anything today ,2021-11-29 16:01:14+00:00,118
2914,boss making stay longer make two days missed quarantine well ha,2021-11-29 16:01:04+00:00,3
2915,boss ajay devgn sir,2021-11-29 16:00:45+00:00,0
2916,giving two week notice today weekly meeting boss later idea feel ready it theyll either offer ive asking for let go spot theyll stay full two weeks🤞🏼im happy outcome,2021-11-29 16:00:44+00:00,13
2917,choking fart boss opening office door peak fart smellembarrassing,2021-11-29 16:00:43+00:00,0
2918,oh god boss’s boss bill fucking murray mug desk part green shirt cult im going die,2021-11-29 16:00:29+00:00,9
2919,haha boss gonna send home sound sick 😂,2021-11-29 16:00:28+00:00,0
2920,died laughing telling weekly report boss talked wearing retainers 🤣 right now… 😭 heeeelp 🥲 ,2021-11-29 16:00:24+00:00,0
2921,send flight information boss,2021-11-29 16:00:11+00:00,2
2922,used exact strategy boss used tell needed haircut,2021-11-29 16:00:08+00:00,0
2923,well kind of boss stole payrolland gambled casinos drugs yes sorta lived california dreaming,2021-11-29 16:00:05+00:00,0
2924,way belfast boss sometimes feel like throwing away lol loves much hahaha hahaha lighting day little board flight belfast business first class best hotel car t…,2021-11-29 16:00:00+00:00,0
2925,plus also boss’ inbox 😳,2021-11-29 15:59:52+00:00,1
2926,oof sucks don’t covid weather think meds working restore normal i’ve got eccc c2e2 back back manager making take easy shows limited sketching appetite returned,2021-11-29 15:59:50+00:00,1
2927,mean love manager probably annoyed like come now,2021-11-29 15:59:45+00:00,1
2928,boss made day week month 😭😭😭,2021-11-29 15:59:42+00:00,0
2929,unless dom willing beg manager get day off wont ,2021-11-29 15:59:38+00:00,1
2930,got bts calendar sites last secret santa sent manager mu mv day dropped play bts songs office colleague asked upset heard media bts gonna disappear act took 2019 break 😭 ,2021-11-29 15:59:37+00:00,13
2931,good day manager advance experienced player axie dedicated time effort grinding games reached 1500 mmr app lineup steal but suddenly manager left hanging second payout,2021-11-29 15:59:37+00:00,1
2932,boss think work df outta ppl half ass job nigga 🤷🏽‍♂️🤣,2021-11-29 15:59:20+00:00,1
2933,lol boss calling right finishing application,2021-11-29 15:59:19+00:00,3
2934,manager “and that’s story balamory” speaking client cases 😂😩🙃,2021-11-29 15:59:14+00:00,0
2935,filed boss paperwork asked anything do said ya look busier hahaha,2021-11-29 15:59:00+00:00,1
2936,manager ✊,2021-11-29 15:58:56+00:00,1
2937,left conference call ended wasn’t quite brave enough kick boss’s boss 😂,2021-11-29 15:58:49+00:00,1
2938,boss gave 2 weeks notice sick boss hilarious,2021-11-29 15:58:49+00:00,0
2939,😂😜 joking thinking comrades cadres boss two years ago says really good experience,2021-11-29 15:58:47+00:00,1
2940,manager sweet 😭 told ill opting team outing higher ups might give bad feedback like come right ill handle dw 😭,2021-11-29 15:58:41+00:00,24
2941,boss bought bts themed cake birthday even send correct picture bakery,2021-11-29 15:58:38+00:00,19
2942,manager micromanages every day job commented im not nice today trying explain communicating clearly already something started telling do im going fucking snap,2021-11-29 15:58:28+00:00,3
2943,found draconic chart big 3 boss don’t know think,2021-11-29 15:58:15+00:00,0
2944,covid awful double vaxxed wear mask think got work boss second night nightmare drowning woke even breathing oxygen room room four days,2021-11-29 15:58:08+00:00,1
2945,boss giving us whole week holidays means get stay mexico longer ,2021-11-29 15:57:59+00:00,3
2946,bosses dog poops office break gloved surface disinfectant boss pick were lucky smear leftover stain around bit idek theres handwashing after feel like im massively over boss massively underkilling,2021-11-29 15:57:14+00:00,0
2947,im overworked boss expects let know able work saturday,2021-11-29 15:56:58+00:00,0
2948,whenever town jus buzz boss,2021-11-29 15:56:57+00:00,0
2949,boss asking team want christmas…………all want christmas two consecutive days off actually 🙏🏻,2021-11-29 15:56:48+00:00,2
2950,i’m getting way singing true color afterglow bathroom work manager walks ,2021-11-29 15:56:42+00:00,2
2951,boss connection 🙏🏿🙏🏿🙏🏿,2021-11-29 15:56:13+00:00,0
2952,made meme sent boss morning replied “i understand” ,2021-11-29 15:56:05+00:00,3
2953,deep thought working problem someone walk interrupt me destroying entire chain thought middle something manager insist something else right now loud woman sitting across me,2021-11-29 15:55:55+00:00,4
2954,got reprimanded texting manager trying call opener instead calling store tried calling store hour got reprimanded calling manager server last minute even feel better fuck people,2021-11-29 15:55:54+00:00,1
2955,boss’ message monday morning needing set aside time afternoon chat drag race ❤️ graphics departments priorities order okkkkkkkurrrrrrrr ,2021-11-29 15:55:20+00:00,2
2956,manager saying it’s bc “i’m skin bones” complained i’m cold,2021-11-29 15:55:19+00:00,0
2957,birthday wednesday forgot old i’m gonna boss asked… say memory first thing go 🤦🏽‍♂️,2021-11-29 15:54:56+00:00,4
2958,manager called control freak 😂 he’s one control 👀🙄,2021-11-29 15:54:45+00:00,1
2959,first email someone “who thought boss know brand tinder” happy monday y’all,2021-11-29 15:54:32+00:00,0
2960,boss hooked tix too right entwhistle died almost loudest band ive ever heard winner one acdc loud imho good thunderstruck bit hs 17 think,2021-11-29 15:54:13+00:00,1
2961,asked boss long start next year start working 10 january meaning could drive somewhere 2 9,2021-11-29 15:54:06+00:00,1
2962,manager phone boo loving shit,2021-11-29 15:54:01+00:00,0
2963,can’t function boss glared idc idc ,2021-11-29 15:54:00+00:00,0
2964,😂😂 well boss isn’t twitter office another floor secretary code word boss shows up “yellow” 😁,2021-11-29 15:53:39+00:00,2
2965,boss called spiderverse cartoon ,2021-11-29 15:53:31+00:00,0
2966,boss bought might selling gear state,2021-11-29 15:53:13+00:00,1
2967,still back pocket boss gave permission encouraged beat someone up i’m waiting day point,2021-11-29 15:53:08+00:00,5
2968,boss finally let post memes ,2021-11-29 15:53:07+00:00,87
2969,manager sent interesting photo are😳 v系 英訳 ナイトメア nightmare 柩 hitsugi visualkei vkei jrock ,2021-11-29 15:53:02+00:00,0
2970,italian couple came office screaming manager ones speak italian speak different dialect argument 4 languages including broken english 😭,2021-11-29 15:53:02+00:00,4
2971,missed meeting work morning bc i’m first vacation since starting boss announcing he’s quitting lmao universe said never truly enjoy anything ever frfr,2021-11-29 15:52:56+00:00,0
2972,came back vacation amp one day left job i’m 3 things leave boss bugging thinks i’m anything more,2021-11-29 15:52:20+00:00,0
2973,,2021-11-29 15:52:07+00:00,1
2974,boss said anyone take orders much warehouse colleagues work overtime night given bonus ￥10000 willing help achieve goal ,2021-11-29 15:52:00+00:00,0
2975,boss ajay devgn,2021-11-29 15:51:59+00:00,0
2976,manager ,2021-11-29 15:51:53+00:00,0
2977,hope manager doesn’t come work tomorrow too 🤲🏾,2021-11-29 15:51:49+00:00,0
2978,hello student however got pay taxes month manager told contact it way sort calling thank you,2021-11-29 15:51:48+00:00,0
2979,lold boss like hero someone steals thinking care like personally like im gonna much,2021-11-29 15:51:37+00:00,1
2980,boss turned another friends wine people crazy bro ,2021-11-29 15:51:35+00:00,0
2981,boss didn’t say shit ask permission knowing good damn well don’t train people unless pay raise come it like clock right tf,2021-11-29 15:51:33+00:00,4
2982,woke 7am get boss girl shit started chronic chest pains getting left bed another 3 hours,2021-11-29 15:51:21+00:00,0
2983,looking axie scholarship experienced axie regret choosing me assure you manager revoke axie account sell axie said quit,2021-11-29 15:51:15+00:00,1
2984,😭😭😭😭😭😭 “sorry boss told text again” lmaoooooo ,2021-11-29 15:51:06+00:00,0
2985,today  call boss ask abt reducing hours  call apartment guy tell application site work  stop pharmacy way home,2021-11-29 15:51:02+00:00,3
2986,someone my sister labeled flour bakery cocaine boss upset left angry message group chat person lucky still job body saying anything tho 😬,2021-11-29 15:50:53+00:00,13
2987,oh boss gave long time ago said earliest start 7 latest start 10 start 7 finish 3 start 10 finish 6 play like 😅,2021-11-29 15:50:51+00:00,1
2988,gt48 hour week much personal shit going gtlast week worked boss see cut hours gtshifts updated hr manager gtnow says 54 hours i’m going fucking lose mind ,2021-11-29 15:50:46+00:00,28
2989,wanna quit job call boss cunt bad homeless sounds mentally stable,2021-11-29 15:50:44+00:00,0
2990,fr job provides headsets theyre shitty effort make us bring own told boss company thinks gets job done ill use even people complain,2021-11-29 15:50:42+00:00,1
2991,ken i’m going need speak manager,2021-11-29 15:50:41+00:00,2
2992,there’s new girl starting supposed sit hour everyone else gets here said fine tf come back break new girl said boss told she’d sitting rest day,2021-11-29 15:50:38+00:00,3
2993,masters public health boss doctorate public health i’m soaking knowledge attending trainings working directly her one day soon i’ll position,2021-11-29 15:50:36+00:00,3
2994,sent article link boss told surprised don’t pitch 😂,2021-11-29 15:50:30+00:00,0
2995,oh wow boss went made glowing comments,2021-11-29 15:50:25+00:00,0
2996,going slower sense task almost finished don’t want boss give anytime soon gtgt,2021-11-29 15:50:19+00:00,4
2997,1st job high school shared salary wa secretary 2 years 17 made more got boss usually nice guy said stop it balked made clear liked job pay business lesson tried unionizing failed ,2021-11-29 15:50:09+00:00,6
2998,1 cause boss asked 2 kinda make easier read,2021-11-29 15:49:56+00:00,1
2999,made realize support system like pak danang my biggest one pak herin my beloved one adi my boss lol obviously him,2021-11-29 15:49:52+00:00,0
3000,beyond angry forcing submit ada request stay wfh end year boss saying as said before coming optional end year thats true make file ada request even resolved time,2021-11-29 15:49:37+00:00,2
3001,asked manager leaf came back swisher 😢 even smoke rello it’s swisher mf hit like damn cigarette say  🤣🤣🤣🤣🤣🤣,2021-11-29 15:49:16+00:00,0
3002,it’s funny watching people claim far right extreme nationalist platform boss generally left leaning italian immigrant loves gbnews particularly likes,2021-11-29 15:49:16+00:00,6
3003,ok talked manager agreed participate next time meet,2021-11-29 15:49:03+00:00,1
3004,sue job boss telling change way wear hair saying don’t he’ll cut it becauseeeee felt racist way,2021-11-29 15:49:01+00:00,3
